,Unnamed: 0,norm_intensity,norm_intensity_error,norm_volume,norm_volume_error,offset(hz),slp(hz),trelax(s),fit_norm_intensity
15,15,0.366877892571,0.00373584548264,0.365224006914,0.00385480422346,-449.495,9.999019136900001,0.2,0.3664307342842561
16,16,0.36930018371,0.00373584548264,0.36806990326300004,0.00385480422346,-439.394,9.999019136900001,0.2,0.3664087418256528
17,17,0.370468035426,0.00373584548264,0.359717941763,0.00385480422346,-429.2929,9.999019136900001,0.2,0.36638488842897415
18,18,0.362004447722,0.00373584548264,0.355097453079,0.00385480422346,-419.1919,9.999019136900001,0.2,0.3663589908824639
19,19,0.363785268256,0.00373584548264,0.365399691417,0.00385480422346,-409.0909,9.999019136900001,0.2,0.3663308430771012
20,20,0.367736914793,0.00373584548264,0.35756941796400005,0.00385480422346,-398.9899,9.999019136900001,0.2,0.3663002164638437
21,21,0.36325527932499996,0.00373584548264,0.36690807426399996,0.00385480422346,-388.8889,9.999019136900001,0.2,0.36626685548617305
22,22,0.36975007901100004,0.00373584548264,0.35796329794299997,0.00385480422346,-378.7879,9.999019136900001,0.2,0.3662304730755475
23,23,0.367474986976,0.00373584548264,0.370714250829,0.00385480422346,-368.6869,9.999019136900001,0.2,0.3661907452063392
24,24,0.361605061917,0.00373584548264,0.36149679895099995,0.00385480422346,-358.5858,9.999019136900001,0.2,0.36614730125224704
25,25,0.369746110408,0.00373584548264,0.364362643816,0.00385480422346,-348.4849,9.999019136900001,0.2,0.36609973116320393
26,26,0.370214044815,0.00373584548264,0.36936779488899996,0.00385480422346,-338.3839,9.999019136900001,0.2,0.36604754523406124
